Node Type,Node,Node Interface,Peer Type,Peer Node,Peer Interface,Node Interface Enabled
media_leaf,C160064-001B101A,Ethernet2/1/1,network_port,C160064-037B100A,Ethernet6/23/1,True
media_leaf,C160064-001B101A,Ethernet2/2/1,network_port,C160064-037B100A,Ethernet7/23/1,True
media_leaf,C160064-001B101A,Ethernet2/3/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet2/4/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet3/1/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet3/2/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet3/3/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet3/4/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/1/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/2,server,GC_PIX_PROC_E1_7th_Sense_JUGGLER_2,100G_ETH1,True
media_leaf,C160064-001B101A,Ethernet4/2/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/3,server,GC_MED_SVR_E_7th_Sense_R10,LC,True
media_leaf,C160064-001B101A,Ethernet4/3/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/4,server,GC_WPROC_J1_MEGAPIXEL_HELIOS,LC,True
media_leaf,C160064-001B101A,Ethernet4/4/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/5/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/6,server,GC_PIX_PROC_F1_7th_Sense_JUGGLER_2,100G_ETH1,True
media_leaf,C160064-001B101A,Ethernet4/6/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/7,server,GC_MED_SVR_E_7th_Sense_R10,LC,True
media_leaf,C160064-001B101A,Ethernet4/7/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/8/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/9/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/10/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/11,server,GC_MED_SVR_F_7th_Sense_R10,LC,True
media_leaf,C160064-001B101A,Ethernet4/11/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/12/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/13/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/14/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/15,server,GC_MED_SVR_F_7th_Sense_R10,LC,True
media_leaf,C160064-001B101A,Ethernet4/15/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet4/16/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/1/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/2/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/3/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/4/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/5/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/6/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/7/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/8/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/9/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/10/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/11/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/12/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/13/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/14/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/15/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet5/16/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/1,server,GC_FB_01_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B101A,Ethernet6/1/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/2,server,GC_FB_01_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B101A,Ethernet6/2/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/3,server,GC_FB_02_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B101A,Ethernet6/3/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/4,server,GC_FB_02_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B101A,Ethernet6/4/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/5,server,GC_FB_03_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B101A,Ethernet6/5/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/6,server,GC_FB_03_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B101A,Ethernet6/6/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/7,server,GC_FB_04_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B101A,Ethernet6/7/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/8,server,GC_FB_04_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B101A,Ethernet6/8/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/9,server,GC_FB_05_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B101A,Ethernet6/9/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/10,server,GC_FB_05_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B101A,Ethernet6/10/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/11,server,GC_FB_06_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B101A,Ethernet6/11/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/12,server,GC_FB_06_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B101A,Ethernet6/12/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/13,server,GC_FB_10_Combined_Utilities_Box_M614_CUB_WP_221608,LC,True
media_leaf,C160064-001B101A,Ethernet6/13/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/14,server,GC_FB_10_Combined_Utilities_Box_M614_CUB_WP_221608,LC,True
media_leaf,C160064-001B101A,Ethernet6/14/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/15,server,GC_FB_11_Combined_Utilities_Box_M614_CUB_WP_221608,LC,True
media_leaf,C160064-001B101A,Ethernet6/15/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet6/16,server,GC_FB_11_Combined_Utilities_Box_M614_CUB_WP_221608,LC,True
media_leaf,C160064-001B101A,Ethernet6/16/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/1,server,GC_OP_01_Signal_Transport_M604,LC,True
media_leaf,C160064-001B101A,Ethernet7/1/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/2,server,GC_OP_01_Signal_Transport_M604,LC,True
media_leaf,C160064-001B101A,Ethernet7/2/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/3,server,GC_OP_01_Signal_Transport_M604,LC,True
media_leaf,C160064-001B101A,Ethernet7/3/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/4,server,GC_OP_01_Signal_Transport_M604,LC,True
media_leaf,C160064-001B101A,Ethernet7/4/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/5,server,GC_OP_01_Signal_Transport_M604,LC,True
media_leaf,C160064-001B101A,Ethernet7/5/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/6,server,GC_OP_01_Signal_Transport_M604,LC,True
media_leaf,C160064-001B101A,Ethernet7/6/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/7,server,GC_FB_15_Combined_Utilities_Box_M613_CUB_WP_221606,LC,True
media_leaf,C160064-001B101A,Ethernet7/7/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/8,server,GC_FB_15_Combined_Utilities_Box_M613_CUB_WP_221606,LC,True
media_leaf,C160064-001B101A,Ethernet7/8/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/9,server,GC_WP_01_Signal_Transport_M602,LC,True
media_leaf,C160064-001B101A,Ethernet7/9/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/10,server,GC_WP_01_Signal_Transport_M602,LC,True
media_leaf,C160064-001B101A,Ethernet7/10/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/11,server,GC_FB_08_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B101A,Ethernet7/11/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/12,server,GC_FB_08_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B101A,Ethernet7/12/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/13,server,GC_FB_07_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B101A,Ethernet7/13/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/14,server,GC_FB_07_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B101A,Ethernet7/14/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/15,server,GC_FB_14_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B101A,Ethernet7/15/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet7/16,server,GC_FB_14_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B101A,Ethernet7/16/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/1,server,GC_FB_13_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B101A,Ethernet8/1/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/2,server,GC_FB_13_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B101A,Ethernet8/2/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/3,server,GC_FB_09_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B101A,Ethernet8/3/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/4,server,GC_FB_09_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B101A,Ethernet8/4/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/5,server,GC_FB_12_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B101A,Ethernet8/5/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/6,server,GC_FB_12_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B101A,Ethernet8/6/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/7,server,GPJ_IPMX_PRJ_MATROX_CIP_DSS,SFP1,True
media_leaf,C160064-001B101A,Ethernet8/7/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/8,server,GC_PRJ_01_Signal_Transport_M639,LC,True
media_leaf,C160064-001B101A,Ethernet8/8/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/9,server,GC_MED_SVR_E_7th_Sense_R10,RJ45,True
media_leaf,C160064-001B101A,Ethernet8/9/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/10,server,GC_MED_SVR_F_7th_Sense_R10,RJ45,True
media_leaf,C160064-001B101A,Ethernet8/10/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/11/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/12/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/13/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/14/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/15/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet8/16/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/1/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/2/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/3/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/4/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/5/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/6/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/7/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/8/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/9/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/10/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/11/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/12/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/13/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/14/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/15/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet9/16/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/1/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/2/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/3/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/4/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/5/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/6/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/7/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/8/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/9/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/10/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/11/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/12/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/13/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/14/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/15/1,network_port,,,True
media_leaf,C160064-001B101A,Ethernet10/16/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet2/1/1,network_port,C160064-037B200A,Ethernet6/23/1,True
media_leaf,C160064-001B201A,Ethernet2/2/1,network_port,C160064-037B200A,Ethernet7/23/1,True
media_leaf,C160064-001B201A,Ethernet2/3/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet2/4/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet3/1/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet3/2/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet3/3/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet3/4/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/1/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/2,server,GC_PIX_PROC_E1_7th_Sense_JUGGLER_2,100F_ETH2,True
media_leaf,C160064-001B201A,Ethernet4/2/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/3,server,GC_MED_SVR_E_7th_Sense_R10,LC,True
media_leaf,C160064-001B201A,Ethernet4/3/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/4,server,GC_WPROC_K1_MEGAPIXEL_HELIOS,LC,True
media_leaf,C160064-001B201A,Ethernet4/4/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/5/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/6,server,GC_PIX_PROC_F1_7th_Sense_JUGGLER_2,100F_ETH2,True
media_leaf,C160064-001B201A,Ethernet4/6/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/7,server,GC_MED_SVR_E_7th_Sense_R10,LC,True
media_leaf,C160064-001B201A,Ethernet4/7/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/8/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/9/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/10/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/11,server,GC_MED_SVR_F_7th_Sense_R10,LC,True
media_leaf,C160064-001B201A,Ethernet4/11/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/12/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/13/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/14/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/15,server,GC_MED_SVR_F_7th_Sense_R10,LC,True
media_leaf,C160064-001B201A,Ethernet4/15/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet4/16/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/1/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/2/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/3/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/4/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/5/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/6/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/7/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/8/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/9/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/10/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/11/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/12/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/13/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/14/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/15/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet5/16/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/1,server,GC_FB_01_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B201A,Ethernet6/1/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/2,server,GC_FB_01_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B201A,Ethernet6/2/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/3,server,GC_FB_02_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B201A,Ethernet6/3/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/4,server,GC_FB_02_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B201A,Ethernet6/4/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/5,server,GC_FB_03_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B201A,Ethernet6/5/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/6,server,GC_FB_03_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B201A,Ethernet6/6/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/7,server,GC_FB_04_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B201A,Ethernet6/7/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/8,server,GC_FB_04_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B201A,Ethernet6/8/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/9,server,GC_FB_05_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B201A,Ethernet6/9/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/10,server,GC_FB_05_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B201A,Ethernet6/10/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/11,server,GC_FB_06_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B201A,Ethernet6/11/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/12,server,GC_FB_06_Signal_Transport_M606_1,LC,True
media_leaf,C160064-001B201A,Ethernet6/12/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/13,server,GC_FB_10_Combined_Utilities_Box_M614_CUB_WP_221608,LC,True
media_leaf,C160064-001B201A,Ethernet6/13/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/14,server,GC_FB_10_Combined_Utilities_Box_M614_CUB_WP_221608,LC,True
media_leaf,C160064-001B201A,Ethernet6/14/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/15,server,GC_FB_11_Combined_Utilities_Box_M614_CUB_WP_221608,LC,True
media_leaf,C160064-001B201A,Ethernet6/15/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet6/16,server,GC_FB_11_Combined_Utilities_Box_M614_CUB_WP_221608,LC,True
media_leaf,C160064-001B201A,Ethernet6/16/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/1,server,GC_OP_01_Signal_Transport_M604,LC,True
media_leaf,C160064-001B201A,Ethernet7/1/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/2,server,GC_OP_01_Signal_Transport_M604,LC,True
media_leaf,C160064-001B201A,Ethernet7/2/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/3,server,GC_OP_01_Signal_Transport_M604,LC,True
media_leaf,C160064-001B201A,Ethernet7/3/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/4,server,GC_OP_01_Signal_Transport_M604,LC,True
media_leaf,C160064-001B201A,Ethernet7/4/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/5,server,GC_OP_01_Signal_Transport_M604,LC,True
media_leaf,C160064-001B201A,Ethernet7/5/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/6,server,GC_OP_01_Signal_Transport_M604,LC,True
media_leaf,C160064-001B201A,Ethernet7/6/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/7,server,GC_FB_15_Combined_Utilities_Box_M613_CUB_WP_221606,LC,True
media_leaf,C160064-001B201A,Ethernet7/7/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/8,server,GC_FB_15_Combined_Utilities_Box_M613_CUB_WP_221606,LC,True
media_leaf,C160064-001B201A,Ethernet7/8/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/9,server,GC_WP_01_Signal_Transport_M602,LC,True
media_leaf,C160064-001B201A,Ethernet7/9/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/10,server,GC_WP_01_Signal_Transport_M602,LC,True
media_leaf,C160064-001B201A,Ethernet7/10/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/11,server,GC_FB_08_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B201A,Ethernet7/11/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/12,server,GC_FB_08_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B201A,Ethernet7/12/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/13,server,GC_FB_07_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B201A,Ethernet7/13/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/14,server,GC_FB_07_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B201A,Ethernet7/14/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/15,server,GC_FB_14_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B201A,Ethernet7/15/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet7/16,server,GC_FB_14_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B201A,Ethernet7/16/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/1,server,GC_FB_13_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B201A,Ethernet8/1/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/2,server,GC_FB_13_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B201A,Ethernet8/2/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/3,server,GC_FB_09_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B201A,Ethernet8/3/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/4,server,GC_FB_09_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B201A,Ethernet8/4/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/5,server,GC_FB_12_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B201A,Ethernet8/5/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/6,server,GC_FB_12_Combined_Utilities_Box_M612_CUB_WP_221605.75,LC,True
media_leaf,C160064-001B201A,Ethernet8/6/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/7,server,GPJ_IPMX_PRJ_MATROX_CIP_DSS,SFP2,True
media_leaf,C160064-001B201A,Ethernet8/7/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/8,server,GC_PRJ_01_Signal_Transport_M639,LC,True
media_leaf,C160064-001B201A,Ethernet8/8/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/9,server,GC_MED_SVR_E_7th_Sense_R10,RJ45,True
media_leaf,C160064-001B201A,Ethernet8/9/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/10,server,GC_MED_SVR_F_7th_Sense_R10,RJ45,True
media_leaf,C160064-001B201A,Ethernet8/10/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/11/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/12/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/13/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/14/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/15/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet8/16/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/1/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/2/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/3/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/4/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/5/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/6/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/7/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/8/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/9/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/10/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/11/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/12/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/13/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/14/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/15/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet9/16/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/1/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/2/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/3/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/4/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/5/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/6/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/7/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/8/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/9/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/10/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/11/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/12/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/13/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/14/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/15/1,network_port,,,True
media_leaf,C160064-001B201A,Ethernet10/16/1,network_port,,,True
media_leaf,C160064-002B101A,Ethernet2/1/1,network_port,C160064-037B100A,Ethernet6/21/1,True
